,講義コード,講義名,担当者名
193,422051,食品加工実習,林 利哉|長澤 麻央|加藤 雅士|志水 元亨|湊 健一郎|近澤 未歩
194,422052,香粧品化学,濱本 博三
195,422053,食品・環境関連法規,奥田 貢司
196,422054,公衆衛生学,林 櫻松
197,422055,動物生命科学,奥村 裕紀
198,422056,分子生物学,志水 元亨
199,422057,醸造・発酵科学,加藤 雅士
200,422058,タンパク質・遺伝子工学,奥村 裕紀
201,422059,食品機能学１,長澤 麻央
202,422060,食品機能学２,林 利哉
203,422061,食品保蔵学,長澤 麻央
204,422062,生物制御化学,山口 秀明
205,422063,高分子レオロジー,前林 正弘
206,422064,化学工学,井藤 彰
207,423001,ゼミナール１,加藤 雅士|志水 元亨
208,423002,ゼミナール１,氏田 稔|奥村 裕紀
209,423003,ゼミナール１,湊 健一郎|近澤 未歩
210,423004,ゼミナール１,林 利哉|長澤 麻央
211,423005,ゼミナール１,前林 正弘|天野 健一
212,423006,ゼミナール１,松儀 真人
213,423007,ゼミナール１,山口 秀明|濱本 博三
214,423021,ゼミナール２,加藤 雅士|志水 元亨
215,423022,ゼミナール２,氏田 稔|奥村 裕紀
216,423023,ゼミナール２,湊 健一郎|近澤 未歩
217,423024,ゼミナール２,林 利哉|長澤 麻央
218,423025,ゼミナール２,前林 正弘|天野 健一
219,423026,ゼミナール２,松儀 真人
220,423027,ゼミナール２,山口 秀明|濱本 博三
221,423041,卒業研究,加藤 雅士|志水 元亨
222,423042,卒業研究,氏田 稔|奥村 裕紀
223,423043,卒業研究,湊 健一郎|近澤 未歩
224,423044,卒業研究,林 利哉|長澤 麻央
225,423045,卒業研究,前林 正弘|天野 健一
226,423046,卒業研究,松儀 真人
227,423047,卒業研究,山口 秀明|濱本 博三
228,424001,応用生物化学特別講義１,加藤 雅士
229,652114,理科教育法Ａ,井中 宏史
230,652124,教育方法論,後藤 明史
231,652128,理科教育法２,井中 宏史
232,652129,道徳教育の指導法,塚原 利理
233,652130,特別活動の指導法,山川 法子
234,652502,教育行政論,片山 信吾
235,652508,理科教育法Ｂ,井中 宏史
236,652511,特別活動と総合的な学習の時間の指導法,大萱 純子
237,652515,理科教育法１,井中 宏史
238,653103,理科指導法Ａ,井中 宏史
239,653115,理科指導法１,谷口 正明
240,653503,理科指導法Ｂ,井中 宏史
241,653524,教育実習指導（事前）,井中 宏史
242,651501,学習社会論,片山 信吾
243,651514,教育方法・技術論,後藤 明史
244,652101,発達心理学,木村 美奈子
245,652104,教育法規,片山 信吾
246,652116,道徳教育の理論と指導法,塚原 利理
247,653111,学校課題演習,片山 信吾
248,653112,学校課題演習,谷口 正明|井中 宏史
249,653514,学校課題演習,嶋口 裕基
250,653516,模擬授業演習,井中 宏史
251,661501,生涯学習論,片山 信吾
252,662101,博物館原論,正村 美里
253,662103,日本文化の歴史,山中 雅子
254,662104,民俗学,山中 雅子
255,662501,博物館経営論,土山 公仁
256,662503,古文書学,山中 雅子
257,664008,博物館実習３,山岸 健三
258,651102,教職入門,井中 宏史
259,651112,教育原論,嶋口 裕基
260,651114,教育心理学,木村 美奈子
261,651506,教育課程論,山川 法子
262,651510,生徒・進路指導論,岩﨑 義高
263,652119,教育情報論,平山 勉
264,652121,学校教育相談,曽山 和彦
265,652504,特別支援教育論,堀部 要子
266,653108,農業科教育法,塚本 昭彦
267,653511,農業科指導法,塚本 昭彦
268,654102,教育実習１,井中 宏史
269,654110,教育実習２,井中 宏史
270,654118,教育実習指導（事後）,井中 宏史
271,654502,教職実践演習(中・高),井中 宏史
272,654513,教育実習１,井中 宏史
273,654521,教育実習２,井中 宏史
274,654529,教育実習指導（事後）,井中 宏史
275,661502,博物館教育論,川合 剛
276,662102,博物館資料保存論,川瀬 基弘
277,662105,日本文化史（旧カリ）,山中 雅子
278,662106,民俗学（旧カリ）,山中 雅子
279,662502,博物館展示論,尾坂 知江子
280,662504,古文書学（旧カリ）,山中 雅子
281,663002,博物館実習１,尾坂 知江子|新妻 靖章|橋本 啓史|山岸 健三|長田 典之
282,663101,博物館資料論１,川瀬 基弘
283,663103,博物館情報論,平山 勉
284,663104,教育メディア環境論,平山 勉
285,664003,博物館実習２,山岸 健三
286,662504,古文書学（旧カリ）,山中 雅子
287,663002,博物館実習１,"尾坂 知江子
新妻 靖章
橋本 啓史
山岸 健三
長田 典之"
288,663101,博物館資料論１,川瀬 基弘
289,663103,博物館情報論,平山 勉
290,663104,教育メディア環境論,平山 勉
291,664003,博物館実習２,山岸 健三
